transaction_id,transaction_time,transaction_amount,location,device_type,channel,card_present,customer_age,merchant_category,is_fraud
TXN013754,9,4762.98,Delhi,Tablet,POS,Yes,67,Food,0
TXN013755,8,8023.57,Mumbai,Mobile,POS,Yes,68,Entertainment,0
TXN013756,0,3589.27,Mumbai,Tablet,POS,Yes,54,Grocery,0
TXN013757,12,1627.14,Mumbai,Tablet,POS,No,49,Entertainment,1
TXN013758,2,3524.0,Chennai,POS,POS,Yes,39,Travel,0
TXN013759,18,215.05,Kolkata,Tablet,POS,Yes,48,Electronics,0
TXN013760,10,2749.49,Mumbai,POS,Online,Yes,68,Entertainment,0
TXN013761,15,6750.69,Delhi,Tablet,Online,Yes,64,Travel,0
TXN013762,5,3039.62,Mumbai,POS,Online,No,20,Food,0
TXN013763,23,22.71,Bangalore,Mobile,Online,Yes,28,Entertainment,0
TXN013764,2,3557.6,Bangalore,Mobile,Online,Yes,53,Food,0
TXN013765,18,3888.75,Chennai,Mobile,Online,No,20,Travel,0
TXN013766,5,2337.61,Hyderabad,Mobile,POS,No,39,Entertainment,0
TXN013767,7,5079.9,Hyderabad,POS,Online,Yes,37,Electronics,0
TXN013768,21,678.04,Delhi,Desktop,Online,No,50,Electronics,0
TXN013769,12,1577.71,Chennai,Mobile,Online,No,50,Entertainment,0
TXN013770,11,4944.32,Chennai,POS,POS,Yes,20,Clothing,0
TXN013771,9,2776.67,Chennai,POS,POS,No,41,Entertainment,0
TXN013772,2,15536.41,Hyderabad,POS,POS,No,57,Entertainment,0
TXN013773,3,215.34,Mumbai,Desktop,POS,No,38,Clothing,0
TXN013774,0,840.38,Kolkata,Desktop,Online,No,69,Grocery,0
TXN013775,12,666.15,Kolkata,Tablet,POS,No,68,Electronics,0
TXN013776,23,11238.54,Delhi,Desktop,POS,Yes,25,Clothing,0
TXN013777,3,6103.69,Mumbai,Desktop,POS,Yes,48,Clothing,0
TXN013778,21,428.58,Hyderabad,Desktop,POS,No,62,Entertainment,0
TXN013779,10,1309.96,Kolkata,POS,POS,Yes,30,Clothing,0
TXN013780,18,162.09,Bangalore,Desktop,Online,Yes,27,Clothing,0
TXN013781,10,3003.65,Hyderabad,Mobile,Online,Yes,67,Travel,0
TXN013782,11,1206.79,Hyderabad,POS,POS,No,31,Grocery,0
TXN013783,10,893.46,Chennai,Tablet,POS,No,42,Electronics,0
TXN013784,5,2221.45,Hyderabad,POS,Online,No,31,Clothing,0
TXN013785,11,4762.32,Kolkata,Tablet,Online,Yes,32,Travel,0
TXN013786,8,1552.13,Hyderabad,Mobile,Online,Yes,60,Clothing,0
TXN013787,9,4249.63,Chennai,Tablet,POS,Yes,63,Entertainment,0
TXN013788,2,1772.49,Mumbai,POS,Online,Yes,42,Food,0
TXN013789,2,724.39,Kolkata,Tablet,Online,Yes,62,Clothing,0
TXN013790,19,1772.89,Chennai,POS,Online,Yes,19,Travel,0
TXN013791,22,2316.93,Kolkata,Tablet,POS,Yes,68,Clothing,0
TXN013792,15,1857.35,Kolkata,Desktop,POS,No,46,Food,0
TXN013793,2,961.96,Delhi,Tablet,POS,No,47,Food,0
TXN013794,9,614.08,Hyderabad,POS,POS,No,66,Entertainment,0
TXN013795,23,8809.69,Delhi,Mobile,POS,Yes,57,Food,0
TXN013796,10,1059.27,Mumbai,Tablet,Online,Yes,64,Travel,0
TXN013797,7,3666.1,Chennai,POS,POS,No,51,Grocery,0
TXN013798,5,1249.7,Hyderabad,Tablet,POS,Yes,40,Clothing,0
TXN013799,19,10484.19,Delhi,Mobile,POS,No,38,Entertainment,0
TXN013800,10,13339.06,Delhi,Tablet,POS,Yes,22,Food,0
TXN013801,20,5230.56,Mumbai,POS,POS,Yes,44,Food,0
TXN013802,11,2613.05,Bangalore,POS,Online,No,67,Clothing,0
TXN013803,15,2343.1,Bangalore,Mobile,Online,Yes,69,Food,0
TXN013804,17,1196.79,Kolkata,POS,Online,No,33,Clothing,0
TXN013805,12,390.42,Mumbai,POS,POS,No,58,Clothing,0
TXN013806,21,247.08,Chennai,Tablet,POS,Yes,30,Grocery,0
TXN013807,2,1878.98,Hyderabad,Tablet,Online,No,63,Grocery,0
TXN013808,14,11559.67,Delhi,Mobile,Online,No,47,Clothing,0
TXN013809,21,850.58,Bangalore,Tablet,Online,Yes,56,Electronics,0
TXN013810,20,1587.74,Delhi,POS,Online,No,23,Electronics,0
TXN013811,13,3076.81,Kolkata,Desktop,Online,Yes,49,Clothing,0
TXN013812,17,1297.26,Delhi,Desktop,Online,No,61,Clothing,0
TXN013813,13,10.91,Mumbai,POS,POS,No,39,Travel,0
TXN013814,4,1513.62,Chennai,POS,Online,Yes,67,Travel,0
TXN013815,20,4898.76,Delhi,Tablet,Online,Yes,63,Electronics,0
TXN013816,13,8645.07,Hyderabad,POS,Online,No,64,Entertainment,0
TXN013817,7,965.13,Hyderabad,Mobile,POS,Yes,63,Grocery,0
TXN013818,22,7639.54,Chennai,POS,POS,No,33,Entertainment,0
TXN013819,14,6055.57,Hyderabad,Desktop,Online,No,39,Travel,0
TXN013820,14,1566.29,Mumbai,POS,POS,No,51,Grocery,0
TXN013821,18,14.07,Kolkata,Tablet,Online,No,21,Electronics,0
TXN013822,19,5590.59,Mumbai,Desktop,POS,No,32,Food,0
TXN013823,5,1013.86,Bangalore,POS,POS,Yes,30,Entertainment,0
TXN013824,18,4230.37,Kolkata,Desktop,Online,No,26,Travel,0
TXN013825,7,2542.5,Delhi,Desktop,Online,No,27,Clothing,0
TXN013826,5,751.79,Chennai,POS,Online,Yes,51,Entertainment,0
TXN013827,19,3134.18,Kolkata,Tablet,Online,No,59,Clothing,0
TXN013828,22,4342.47,Kolkata,Tablet,POS,Yes,61,Entertainment,0
TXN013829,14,1929.9,Bangalore,Desktop,Online,Yes,35,Entertainment,0
TXN013830,2,4133.91,Delhi,Tablet,POS,No,30,Travel,0
TXN013831,9,1557.44,Hyderabad,POS,POS,No,46,Clothing,0
TXN013832,14,11774.04,Kolkata,Desktop,Online,No,66,Travel,0
TXN013833,23,822.55,Bangalore,Tablet,Online,Yes,44,Entertainment,0
TXN013834,15,4513.27,Chennai,Mobile,POS,No,21,Travel,0
TXN013835,16,4154.11,Chennai,Mobile,POS,No,21,Grocery,0
TXN013836,18,2261.51,Hyderabad,Tablet,POS,Yes,24,Travel,0
TXN013837,10,1293.91,Delhi,POS,Online,No,52,Travel,0
TXN013838,15,1770.47,Hyderabad,Mobile,POS,Yes,53,Clothing,0
TXN013839,4,2978.6,Delhi,Tablet,Online,No,20,Electronics,0
TXN013840,4,2267.3,Delhi,Tablet,POS,No,52,Clothing,0
TXN013841,13,4300.66,Chennai,POS,Online,Yes,44,Electronics,0
TXN013842,17,1342.06,Mumbai,POS,Online,No,60,Clothing,0
TXN013843,7,340.33,Delhi,Tablet,POS,No,47,Entertainment,0
TXN013844,4,2113.2,Mumbai,Desktop,POS,Yes,23,Grocery,0
TXN013845,6,899.31,Mumbai,Tablet,Online,No,20,Food,0
TXN013846,15,2876.33,Delhi,POS,Online,No,23,Food,0
TXN013847,22,2203.93,Mumbai,Desktop,POS,Yes,36,Electronics,0
TXN013848,13,4525.37,Mumbai,POS,POS,Yes,69,Entertainment,0
TXN013849,4,2568.6,Mumbai,Tablet,Online,No,24,Electronics,0
TXN013850,23,1690.36,Hyderabad,Desktop,POS,Yes,33,Clothing,0
TXN013851,8,383.01,Bangalore,Tablet,POS,No,66,Food,0
TXN013852,3,383.98,Kolkata,Mobile,Online,No,40,Food,0
TXN013853,3,3067.88,Delhi,Mobile,POS,No,18,Electronics,0
TXN013854,15,6379.68,Bangalore,Desktop,POS,No,59,Travel,0
TXN013855,23,1607.34,Delhi,Tablet,POS,No,50,Grocery,0
TXN013856,16,2270.11,Kolkata,Mobile,Online,No,27,Entertainment,0
TXN013857,14,2683.68,Mumbai,Tablet,Online,No,46,Clothing,0
TXN013858,3,1946.23,Bangalore,Desktop,POS,Yes,36,Clothing,0
TXN013859,5,184.23,Delhi,POS,POS,Yes,29,Travel,0
TXN013860,15,2668.5,Mumbai,Mobile,POS,Yes,33,Grocery,0
TXN013861,3,442.38,Chennai,Desktop,Online,No,68,Food,0
TXN013862,5,2434.47,Bangalore,Desktop,POS,Yes,20,Electronics,1
TXN013863,4,4480.0,Hyderabad,Desktop,POS,No,34,Electronics,0
TXN013864,15,16.39,Bangalore,POS,POS,Yes,34,Electronics,0
TXN013865,15,1688.86,Chennai,Desktop,POS,No,26,Clothing,0
TXN013866,9,4107.61,Mumbai,Desktop,Online,No,31,Grocery,0
TXN013867,8,2255.74,Kolkata,Desktop,Online,Yes,33,Electronics,0
TXN013868,3,804.84,Chennai,Mobile,POS,Yes,65,Entertainment,0
TXN013869,13,3587.69,Chennai,Desktop,Online,No,40,Travel,0
TXN013870,3,4590.11,Delhi,Tablet,POS,Yes,61,Entertainment,0
TXN013871,11,1350.72,Bangalore,Tablet,POS,Yes,54,Clothing,0
TXN013872,23,1058.91,Kolkata,Desktop,Online,Yes,40,Clothing,0
TXN013873,9,2363.28,Kolkata,Mobile,POS,Yes,62,Food,0
TXN013874,3,1364.39,Kolkata,Mobile,POS,Yes,51,Grocery,0
TXN013875,17,5422.51,Bangalore,Mobile,Online,No,32,Food,0
TXN013876,12,4529.46,Kolkata,Desktop,POS,No,46,Entertainment,0
TXN013877,12,1121.41,Delhi,Tablet,POS,Yes,44,Electronics,0
TXN013878,13,1831.82,Mumbai,Mobile,POS,Yes,19,Travel,0
TXN013879,17,6607.89,Delhi,Mobile,Online,Yes,62,Clothing,0
TXN013880,0,478.31,Mumbai,POS,POS,Yes,55,Entertainment,0
TXN013881,20,4210.1,Hyderabad,Tablet,Online,No,69,Clothing,0
TXN013882,15,1142.92,Bangalore,POS,POS,No,39,Travel,1
TXN013883,14,381.72,Chennai,Mobile,Online,Yes,69,Entertainment,0
TXN013884,21,373.22,Chennai,Mobile,Online,No,38,Clothing,0
TXN013885,4,970.08,Kolkata,Desktop,POS,No,22,Travel,0
TXN013886,5,2382.75,Kolkata,Desktop,Online,No,27,Travel,0
TXN013887,5,7154.31,Bangalore,Desktop,POS,No,44,Grocery,0
TXN013888,2,1082.89,Chennai,Mobile,Online,No,46,Travel,0
TXN013889,15,666.54,Mumbai,Tablet,Online,Yes,53,Clothing,0
TXN013890,11,1954.03,Bangalore,Tablet,Online,Yes,49,Travel,0
TXN013891,3,511.04,Chennai,Mobile,POS,No,42,Clothing,0
TXN013892,0,951.09,Mumbai,Desktop,POS,No,27,Entertainment,0
TXN013893,3,12944.51,Kolkata,Tablet,POS,Yes,59,Grocery,0
TXN013894,0,2449.68,Kolkata,Mobile,Online,Yes,36,Food,0
TXN013895,20,4596.18,Chennai,Tablet,Online,Yes,62,Grocery,0
TXN013896,7,714.05,Mumbai,Desktop,Online,Yes,28,Food,0
TXN013897,23,2202.33,Hyderabad,Desktop,Online,Yes,46,Electronics,0
TXN013898,4,2143.29,Bangalore,Tablet,Online,Yes,21,Entertainment,0
TXN013899,1,5024.62,Chennai,Mobile,Online,Yes,61,Entertainment,0
TXN013900,11,65.42,Chennai,POS,Online,Yes,35,Clothing,0
TXN013901,21,5908.64,Hyderabad,POS,POS,No,58,Grocery,0
TXN013902,16,248.82,Hyderabad,Tablet,Online,No,40,Grocery,0
TXN013903,6,7452.19,Delhi,Desktop,Online,Yes,57,Food,0
TXN013904,10,462.39,Hyderabad,Desktop,Online,Yes,56,Entertainment,0
TXN013905,3,2279.39,Delhi,Mobile,Online,Yes,45,Clothing,0
TXN013906,4,314.05,Hyderabad,Tablet,Online,No,66,Food,0
TXN013907,5,1778.23,Delhi,POS,POS,No,65,Entertainment,0
TXN013908,10,1066.94,Chennai,Desktop,POS,No,41,Entertainment,0
TXN013909,0,1634.67,Mumbai,Tablet,Online,No,44,Clothing,0
TXN013910,9,2362.59,Bangalore,POS,POS,No,48,Entertainment,0
TXN013911,19,1845.44,Bangalore,POS,Online,Yes,50,Clothing,0
TXN013912,23,70.31,Kolkata,Mobile,POS,Yes,69,Clothing,0
TXN013913,20,5973.26,Chennai,Tablet,POS,No,50,Travel,0
TXN013914,10,299.31,Delhi,Tablet,Online,Yes,64,Food,0
TXN013915,23,11831.69,Bangalore,Tablet,POS,No,41,Food,0
TXN013916,16,5717.85,Mumbai,Mobile,POS,No,68,Food,0
TXN013917,7,2472.33,Mumbai,Desktop,Online,Yes,30,Clothing,0
TXN013918,12,843.88,Chennai,Tablet,Online,Yes,64,Travel,0
TXN013919,19,270.58,Hyderabad,Mobile,Online,Yes,44,Grocery,0
TXN013920,17,3342.72,Mumbai,Desktop,POS,Yes,37,Entertainment,0
TXN013921,21,675.1,Kolkata,Mobile,Online,No,19,Entertainment,0
TXN013922,15,3964.0,Chennai,Tablet,POS,Yes,27,Electronics,1
TXN013923,1,5360.46,Chennai,Desktop,POS,No,20,Electronics,0
TXN013924,4,13520.08,Hyderabad,Mobile,Online,Yes,21,Grocery,0
TXN013925,17,2104.84,Kolkata,Mobile,POS,Yes,44,Food,0
TXN013926,2,11027.53,Kolkata,POS,Online,No,19,Travel,1
TXN013927,21,485.16,Hyderabad,Mobile,Online,Yes,46,Grocery,0
TXN013928,16,5428.19,Mumbai,POS,Online,Yes,23,Travel,0
TXN013929,15,1337.93,Delhi,Mobile,Online,Yes,25,Food,0
TXN013930,5,1361.5,Bangalore,Desktop,Online,No,60,Entertainment,0
TXN013931,18,938.58,Chennai,POS,Online,Yes,24,Clothing,0
TXN013932,6,571.34,Chennai,Tablet,Online,Yes,32,Entertainment,0
TXN013933,17,1751.35,Bangalore,Desktop,Online,No,47,Entertainment,0
TXN013934,13,13095.34,Mumbai,Tablet,Online,Yes,48,Electronics,0
TXN013935,5,1201.02,Bangalore,Tablet,Online,Yes,58,Clothing,0
TXN013936,7,1854.57,Delhi,POS,Online,No,27,Food,0
TXN013937,14,778.27,Mumbai,Desktop,POS,No,40,Grocery,0
TXN013938,14,1233.48,Chennai,Mobile,POS,No,39,Grocery,0
TXN013939,14,170.16,Bangalore,Mobile,Online,No,35,Entertainment,0
TXN013940,15,9373.05,Bangalore,Tablet,POS,No,66,Electronics,0
TXN013941,0,2138.84,Mumbai,Desktop,POS,No,23,Clothing,0
TXN013942,10,3960.97,Chennai,Mobile,Online,No,21,Entertainment,0
TXN013943,4,2160.26,Bangalore,POS,POS,Yes,50,Electronics,0
TXN013944,4,4411.6,Kolkata,POS,POS,No,60,Clothing,0
TXN013945,20,2291.29,Bangalore,Tablet,POS,No,37,Food,0
TXN013946,5,3627.41,Bangalore,Tablet,POS,No,44,Clothing,0
TXN013947,1,3463.65,Delhi,Mobile,Online,No,61,Grocery,0
TXN013948,5,2287.9,Delhi,Desktop,Online,Yes,24,Food,0
TXN013949,13,786.38,Bangalore,Desktop,Online,No,42,Travel,0
TXN013950,10,714.19,Bangalore,Tablet,Online,No,50,Grocery,0
TXN013951,3,6221.69,Delhi,Mobile,Online,Yes,26,Electronics,0
TXN013952,23,385.84,Kolkata,Mobile,POS,No,18,Electronics,0
TXN013953,8,2457.78,Chennai,Desktop,POS,Yes,40,Electronics,0
TXN013954,23,2094.69,Mumbai,Mobile,Online,No,43,Food,0
TXN013955,2,4804.41,Bangalore,POS,Online,Yes,59,Clothing,0
TXN013956,15,436.44,Chennai,Tablet,POS,Yes,46,Electronics,0
TXN013957,10,3487.52,Bangalore,POS,Online,Yes,21,Grocery,0
TXN013958,3,2793.08,Delhi,Mobile,POS,No,38,Clothing,0
TXN013959,0,3623.91,Hyderabad,POS,Online,Yes,65,Entertainment,0
TXN013960,20,2912.44,Bangalore,POS,POS,No,32,Travel,0
TXN013961,21,2480.36,Chennai,Tablet,POS,No,45,Travel,0
TXN013962,15,7821.97,Hyderabad,Mobile,POS,No,50,Clothing,0
TXN013963,18,1286.16,Mumbai,Tablet,POS,Yes,27,Food,0
TXN013964,15,612.55,Delhi,Mobile,POS,No,25,Travel,0
TXN013965,10,4760.19,Kolkata,Mobile,Online,No,18,Clothing,0
TXN013966,7,416.72,Bangalore,Tablet,POS,No,59,Food,0
TXN013967,22,3415.7,Mumbai,Mobile,Online,Yes,51,Food,0
TXN013968,0,2392.59,Chennai,Tablet,POS,Yes,53,Entertainment,0
TXN013969,20,3.85,Hyderabad,Desktop,Online,Yes,59,Travel,0
TXN013970,8,822.77,Delhi,Mobile,Online,No,39,Electronics,0
TXN013971,11,2054.97,Mumbai,POS,Online,Yes,30,Clothing,0
TXN013972,21,1200.16,Kolkata,Desktop,POS,Yes,37,Clothing,0
TXN013973,7,1670.04,Bangalore,Tablet,Online,No,38,Electronics,0
TXN013974,16,2758.41,Delhi,POS,POS,No,28,Travel,0
TXN013975,9,3937.19,Mumbai,POS,POS,No,69,Clothing,0
TXN013976,6,491.82,Chennai,Mobile,Online,Yes,68,Travel,0
TXN013977,18,997.67,Chennai,Tablet,POS,No,21,Food,0
TXN013978,5,3035.85,Hyderabad,Mobile,POS,No,36,Entertainment,0
TXN013979,20,2663.41,Hyderabad,Desktop,Online,No,44,Food,0
TXN013980,23,4005.07,Hyderabad,POS,POS,No,42,Food,0
TXN013981,23,3069.21,Kolkata,POS,POS,No,44,Clothing,0
TXN013982,18,1202.11,Hyderabad,Mobile,Online,Yes,56,Electronics,0
TXN013983,17,2074.86,Bangalore,POS,POS,Yes,53,Clothing,0
TXN013984,14,6481.74,Kolkata,Desktop,POS,Yes,68,Clothing,0
TXN013985,1,617.72,Mumbai,Mobile,Online,No,31,Entertainment,0
TXN013986,13,1418.4,Hyderabad,Desktop,POS,No,21,Clothing,0
TXN013987,20,5530.34,Delhi,POS,Online,No,50,Electronics,0
TXN013988,9,1358.59,Delhi,Tablet,POS,No,30,Grocery,0
TXN013989,15,1594.23,Mumbai,POS,Online,Yes,44,Electronics,0
TXN013990,6,1153.56,Delhi,Tablet,POS,Yes,36,Clothing,0
TXN013991,7,6893.55,Hyderabad,Tablet,Online,Yes,55,Travel,0
TXN013992,9,3266.06,Mumbai,Mobile,POS,No,60,Entertainment,0
TXN013993,14,702.53,Hyderabad,Mobile,POS,Yes,20,Grocery,0
TXN013994,7,4154.5,Kolkata,Mobile,POS,Yes,54,Entertainment,0
TXN013995,12,117.83,Bangalore,Mobile,Online,Yes,68,Food,0
TXN013996,11,1514.57,Chennai,POS,Online,No,39,Food,0
TXN013997,7,7216.17,Chennai,Tablet,Online,Yes,22,Electronics,0
TXN013998,14,3511.47,Chennai,Tablet,Online,No,64,Grocery,0
TXN013999,11,4726.5,Delhi,Tablet,POS,Yes,54,Grocery,0
TXN014000,10,8034.68,Kolkata,Desktop,POS,No,42,Clothing,0
TXN014001,18,4468.99,Kolkata,Tablet,POS,Yes,28,Entertainment,0
TXN014002,13,278.27,Chennai,Desktop,POS,Yes,24,Entertainment,0
TXN014003,17,786.6,Hyderabad,Desktop,POS,Yes,54,Travel,0
TXN014004,12,2079.41,Kolkata,Mobile,Online,Yes,33,Travel,0
TXN014005,3,41.86,Mumbai,Desktop,Online,Yes,56,Electronics,0
TXN014006,16,2939.27,Chennai,POS,POS,Yes,48,Grocery,0
TXN014007,18,3212.22,Chennai,Mobile,Online,No,31,Food,0
TXN014008,8,3576.61,Bangalore,POS,POS,No,34,Grocery,0
TXN014009,22,2433.93,Chennai,Desktop,Online,Yes,65,Food,0
TXN014010,6,1806.52,Delhi,Tablet,Online,No,50,Grocery,0
TXN014011,0,5804.43,Hyderabad,POS,Online,No,54,Travel,1
TXN014012,6,4374.44,Mumbai,Desktop,POS,Yes,48,Clothing,0
TXN014013,6,2843.02,Kolkata,Mobile,POS,Yes,58,Clothing,0
TXN014014,19,141.32,Hyderabad,POS,POS,Yes,37,Entertainment,0
TXN014015,6,3551.81,Delhi,Desktop,Online,No,66,Electronics,0
TXN014016,7,2450.43,Mumbai,POS,POS,No,67,Electronics,1
TXN014017,15,3547.51,Hyderabad,Mobile,Online,No,31,Travel,0
TXN014018,2,1119.33,Hyderabad,POS,POS,No,25,Grocery,0
TXN014019,12,4501.55,Bangalore,Mobile,Online,No,61,Clothing,0
TXN014020,9,1623.53,Chennai,Tablet,POS,Yes,51,Clothing,0
TXN014021,17,6746.24,Kolkata,Tablet,Online,No,50,Grocery,0
TXN014022,6,329.48,Hyderabad,Desktop,Online,No,62,Clothing,0
TXN014023,20,1988.14,Chennai,Desktop,Online,No,68,Travel,0
TXN014024,20,691.02,Delhi,POS,Online,No,19,Clothing,0
TXN014025,4,1812.5,Chennai,POS,Online,Yes,58,Travel,0
TXN014026,22,1309.77,Mumbai,POS,Online,Yes,63,Clothing,0
TXN014027,23,4880.27,Chennai,Desktop,Online,No,51,Clothing,0
TXN014028,21,548.77,Chennai,Mobile,POS,Yes,31,Food,0
TXN014029,6,2739.27,Bangalore,Tablet,POS,No,23,Clothing,0
TXN014030,21,1565.08,Chennai,Mobile,POS,No,44,Entertainment,0
TXN014031,16,2189.9,Bangalore,Tablet,POS,Yes,32,Travel,0
TXN014032,3,3759.53,Delhi,POS,POS,Yes,56,Clothing,0
TXN014033,23,1325.3,Bangalore,POS,Online,Yes,32,Grocery,0
TXN014034,22,1372.11,Bangalore,Desktop,Online,No,68,Grocery,0
TXN014035,15,239.74,Delhi,Tablet,POS,Yes,69,Travel,0
TXN014036,18,2408.54,Bangalore,Desktop,POS,No,61,Electronics,0
TXN014037,9,1618.21,Chennai,Tablet,Online,No,34,Electronics,0
TXN014038,2,5018.56,Delhi,Desktop,Online,Yes,31,Grocery,0
TXN014039,2,1735.52,Delhi,POS,POS,No,29,Entertainment,0
TXN014040,16,10600.47,Bangalore,Tablet,POS,No,44,Electronics,0
TXN014041,9,565.45,Bangalore,Desktop,Online,No,41,Entertainment,0
TXN014042,16,932.08,Mumbai,Mobile,POS,No,45,Entertainment,0
TXN014043,21,1492.31,Delhi,Desktop,POS,Yes,63,Clothing,0
TXN014044,16,560.51,Kolkata,Desktop,Online,No,35,Clothing,0
TXN014045,20,10760.82,Chennai,Tablet,POS,Yes,59,Entertainment,0
TXN014046,3,3072.97,Hyderabad,Mobile,POS,No,53,Clothing,0
TXN014047,20,33.79,Hyderabad,POS,POS,No,19,Clothing,0
TXN014048,22,2591.88,Bangalore,Desktop,POS,Yes,39,Grocery,0
TXN014049,5,4559.46,Hyderabad,POS,POS,No,35,Clothing,0
TXN014050,11,157.99,Delhi,Tablet,POS,No,45,Electronics,0
TXN014051,21,2587.7,Delhi,Desktop,POS,Yes,47,Grocery,0
TXN014052,19,1406.71,Chennai,Desktop,Online,No,42,Travel,0
TXN014053,16,2613.07,Delhi,Mobile,POS,Yes,36,Entertainment,0
TXN014054,16,873.49,Kolkata,Tablet,POS,Yes,45,Travel,0
TXN014055,9,3289.99,Mumbai,Mobile,POS,No,52,Food,0
TXN014056,6,3338.13,Chennai,Desktop,POS,Yes,68,Entertainment,0
TXN014057,15,2326.36,Kolkata,Tablet,POS,No,69,Food,0
TXN014058,12,7721.36,Delhi,Tablet,Online,Yes,31,Food,0
TXN014059,2,7206.54,Delhi,Mobile,POS,Yes,52,Travel,0
TXN014060,1,146.1,Bangalore,Tablet,POS,Yes,35,Grocery,0
TXN014061,15,1027.02,Chennai,Desktop,Online,No,48,Travel,0
TXN014062,5,1358.89,Mumbai,Desktop,Online,No,58,Travel,0
TXN014063,5,170.56,Bangalore,Desktop,POS,No,20,Travel,0
TXN014064,12,2224.73,Hyderabad,POS,Online,Yes,59,Grocery,0
TXN014065,6,74.67,Delhi,POS,POS,Yes,37,Electronics,0
TXN014066,4,3400.25,Mumbai,Desktop,POS,No,45,Grocery,0
TXN014067,23,8.08,Chennai,Tablet,Online,No,28,Entertainment,0
TXN014068,6,97.37,Kolkata,Tablet,Online,No,21,Entertainment,0
TXN014069,1,5382.85,Mumbai,POS,POS,No,29,Electronics,0
TXN014070,16,873.5,Bangalore,Mobile,POS,Yes,64,Clothing,0
TXN014071,12,254.15,Kolkata,POS,POS,No,68,Travel,0
TXN014072,20,1529.81,Kolkata,Tablet,POS,Yes,37,Grocery,0
TXN014073,20,156.88,Mumbai,POS,POS,No,56,Clothing,0
TXN014074,15,4163.81,Hyderabad,Desktop,Online,No,53,Entertainment,0
TXN014075,19,2044.53,Mumbai,Mobile,Online,Yes,24,Food,0
TXN014076,1,2408.43,Bangalore,Tablet,POS,No,64,Food,0
TXN014077,4,4195.25,Mumbai,POS,Online,No,61,Grocery,0
TXN014078,17,4603.81,Chennai,Mobile,Online,No,46,Entertainment,0
TXN014079,6,439.45,Kolkata,Desktop,POS,No,40,Travel,0
TXN014080,10,986.68,Kolkata,Desktop,Online,No,49,Electronics,0
TXN014081,10,579.54,Bangalore,POS,POS,Yes,27,Electronics,0
TXN014082,21,166.66,Mumbai,Mobile,POS,No,34,Entertainment,0
TXN014083,16,2313.44,Hyderabad,Desktop,POS,No,40,Clothing,0
TXN014084,15,862.24,Mumbai,POS,Online,No,30,Clothing,0
TXN014085,12,501.64,Kolkata,Tablet,Online,No,46,Clothing,0
TXN014086,21,2140.95,Kolkata,Tablet,Online,No,39,Clothing,0
TXN014087,4,3015.49,Bangalore,Tablet,POS,Yes,38,Clothing,0
TXN014088,19,4436.57,Mumbai,Desktop,Online,Yes,25,Travel,0
TXN014089,15,52.94,Delhi,Tablet,POS,No,29,Electronics,0
TXN014090,21,2241.45,Mumbai,Tablet,POS,No,41,Travel,0
TXN014091,21,932.12,Bangalore,Desktop,Online,No,35,Food,0
TXN014092,15,14335.26,Kolkata,POS,Online,No,40,Electronics,0
TXN014093,15,512.14,Kolkata,Desktop,Online,Yes,63,Clothing,0
TXN014094,13,1727.94,Delhi,Tablet,POS,No,58,Food,0
TXN014095,5,10522.31,Delhi,Tablet,Online,No,64,Travel,1
TXN014096,1,718.95,Bangalore,Mobile,POS,Yes,46,Grocery,0
TXN014097,13,4933.6,Mumbai,Desktop,Online,No,45,Electronics,0
TXN014098,15,835.33,Kolkata,Tablet,POS,Yes,60,Clothing,0
TXN014099,22,234.74,Hyderabad,POS,Online,Yes,49,Entertainment,0
TXN014100,19,131.09,Chennai,Mobile,POS,Yes,51,Electronics,0
TXN014101,12,8912.46,Chennai,Tablet,Online,No,42,Grocery,0
TXN014102,14,718.17,Chennai,Desktop,POS,Yes,66,Grocery,0
TXN014103,11,1035.74,Kolkata,Tablet,Online,No,55,Food,0
TXN014104,8,10225.57,Kolkata,Desktop,Online,No,69,Entertainment,0
TXN014105,17,3213.5,Chennai,Desktop,Online,No,49,Entertainment,0
TXN014106,20,2009.04,Delhi,Mobile,POS,Yes,61,Clothing,0
TXN014107,13,1715.03,Chennai,POS,POS,Yes,61,Food,0
TXN014108,19,149.35,Delhi,POS,POS,No,20,Clothing,0
TXN014109,3,5478.02,Bangalore,Mobile,Online,No,56,Clothing,1
TXN014110,7,4306.91,Hyderabad,Tablet,Online,No,42,Travel,0
TXN014111,7,285.23,Chennai,Mobile,POS,No,23,Clothing,0
TXN014112,21,1308.35,Hyderabad,POS,POS,No,66,Travel,0
TXN014113,21,6499.18,Chennai,Mobile,Online,Yes,53,Travel,0
TXN014114,15,809.3,Delhi,Tablet,POS,Yes,27,Food,0
TXN014115,23,2834.33,Delhi,Desktop,POS,Yes,30,Electronics,0
TXN014116,9,2007.92,Hyderabad,Tablet,POS,Yes,39,Entertainment,0
TXN014117,20,5119.86,Delhi,Desktop,POS,No,36,Entertainment,0
TXN014118,16,110.16,Bangalore,Tablet,POS,Yes,24,Travel,0
TXN014119,0,5080.86,Chennai,Desktop,POS,Yes,42,Grocery,0
TXN014120,17,437.57,Hyderabad,Tablet,POS,No,49,Travel,0
TXN014121,9,45.56,Delhi,Mobile,POS,Yes,69,Food,0
TXN014122,20,2715.32,Hyderabad,Mobile,Online,No,32,Clothing,0
TXN014123,3,897.81,Hyderabad,Mobile,POS,No,27,Food,0
