transaction_time,transaction_amount,device_type,channel,card_present,customer_age,merchant_category,is_fraud
6,3717.64,3,0,0,21,1,0
5,10444.66,0,0,0,35,5,0
21,956.59,1,1,0,29,1,0
22,1195.32,2,0,0,38,3,0
2,1297.5,1,0,0,64,1,0
12,5833.76,2,1,1,60,4,0
2,2588.38,3,1,1,53,5,0
23,10946.25,3,1,1,61,3,0
20,2959.84,3,0,1,31,0,0
5,3671.32,0,0,0,27,1,0
10,280.19,3,1,0,52,0,0
16,9089.75,1,0,1,29,4,0
9,2967.04,1,1,1,39,5,0
11,2203.04,3,0,0,37,0,0
16,1470.15,0,1,0,58,2,0
3,240.54,3,0,0,56,4,0
1,429.35,0,1,0,19,4,0
10,35.29,3,0,0,19,0,0
6,19918.88,2,1,1,29,1,0
1,4629.4,1,1,1,53,1,0
17,4790.33,3,1,0,50,3,0
20,3929.0,2,0,1,25,0,0
3,1985.56,1,0,0,65,4,0
7,276.99,1,1,0,43,0,0
19,225.04,2,0,0,67,1,0
13,7444.21,2,0,1,66,4,0
11,0.94,1,1,0,66,4,0
21,3602.96,2,0,1,69,3,0
20,2971.25,0,1,1,20,3,0
17,2086.8,1,0,0,38,2,0
10,11060.71,1,1,0,19,0,0
7,662.42,3,0,1,57,2,0
1,4615.35,1,1,1,26,1,0
14,3370.31,3,0,0,47,3,0
8,10999.22,0,0,0,52,0,0
18,8157.57,2,0,1,38,5,0
19,412.86,0,1,1,41,5,0
7,1103.28,1,1,0,69,5,0
18,5707.41,1,1,0,52,2,0
4,778.88,2,0,1,66,1,0
10,1427.05,0,0,0,54,1,0
14,2950.21,0,1,1,18,3,0
7,2482.88,1,0,1,41,5,0
18,3070.01,3,0,1,62,3,0
22,3749.93,1,0,1,43,5,0
7,3914.36,1,0,0,28,3,1
18,4013.17,2,0,0,64,3,0
17,14366.12,1,1,0,69,3,0
9,1322.91,2,1,1,68,0,0
6,135.58,0,0,0,45,2,0
8,1287.1,1,1,0,29,4,0
0,7276.83,0,1,0,34,5,1
18,261.22,0,0,0,51,2,0
4,3123.37,0,0,1,36,0,0
18,1650.58,0,0,0,38,0,0
0,7636.75,0,1,1,49,4,0
14,7917.25,2,1,1,61,0,0
15,4614.77,2,0,1,48,1,0
22,311.15,0,1,1,54,1,0
6,75.08,0,1,0,47,3,0
11,440.6,2,0,1,28,1,0
7,1165.05,1,1,1,21,4,0
4,828.97,0,0,1,33,1,0
9,1384.96,0,1,1,58,4,0
20,463.22,1,0,1,60,5,0
4,4189.07,0,1,0,33,3,0
16,5598.74,3,1,0,25,0,0
4,2008.01,3,0,1,38,1,0
21,9406.83,0,0,1,66,2,0
14,384.67,1,0,0,44,2,0
12,335.52,2,1,1,27,1,0
0,670.93,3,0,0,59,2,0
10,12037.61,1,0,1,43,2,0
22,1616.12,0,0,1,52,1,1
0,7735.25,3,1,1,65,3,0
10,676.98,2,0,0,43,5,0
17,5614.42,2,1,1,48,1,0
17,1113.27,2,1,0,55,3,0
20,3977.28,0,1,1,20,1,0
15,11002.74,3,0,0,61,4,0
12,8110.29,0,0,0,59,1,0
6,5339.4,1,1,0,69,3,0
0,154.53,3,1,1,45,4,0
15,2807.72,1,0,0,65,1,0
0,5413.59,2,1,0,45,2,1
16,1529.11,3,0,0,39,4,0
5,3941.23,0,0,1,53,0,0
1,445.89,2,1,1,64,2,0
16,583.54,0,1,0,58,5,0
5,3096.03,2,0,1,63,0,0
13,1724.02,3,1,0,41,0,0
17,738.67,0,1,0,20,0,0
5,997.51,3,0,0,31,4,0
9,2894.23,0,1,1,62,3,0
23,3877.0,0,0,0,67,4,0
17,698.12,2,0,1,29,1,0
8,9316.24,3,1,1,62,1,0
7,24.64,0,1,1,40,5,0
9,3612.54,1,1,0,31,3,0
16,1031.7,0,1,0,42,2,0
22,1953.22,1,0,0,45,3,0
5,2530.84,1,0,0,68,2,0
13,2473.34,0,0,1,57,3,0
21,4492.05,2,0,1,32,0,0
21,5208.93,3,0,0,48,1,0
5,228.54,2,0,0,22,0,0
6,3642.16,2,0,0,45,2,0
11,1527.77,0,1,0,41,1,0
2,5120.97,1,1,0,67,3,1
13,2816.3,1,0,1,33,4,0
21,30.87,0,1,1,65,3,0
18,3294.02,3,1,0,57,2,0
22,7799.35,2,1,0,22,5,0
15,260.26,1,1,1,47,0,0
6,2045.02,1,1,1,40,0,0
7,2949.32,3,1,1,20,1,0
17,653.96,2,1,0,51,0,0
12,3155.4,0,1,1,24,5,1
20,153.24,0,0,1,20,5,0
8,7083.16,1,1,1,50,2,0
9,4314.71,1,0,1,24,2,0
20,8491.85,3,1,0,20,1,0
22,1626.05,2,1,0,59,2,0
8,104.41,0,0,0,32,4,0
14,1253.53,3,1,1,57,5,0
19,2175.47,1,1,0,55,3,0
1,8240.62,3,1,1,46,5,0
12,6438.45,0,0,1,18,4,0
1,2704.74,2,0,1,62,4,0
18,3925.25,2,0,1,20,0,0
1,9230.72,1,1,1,63,4,0
2,5703.22,0,0,1,43,5,0
5,3226.03,2,0,1,41,5,0
2,2329.95,2,1,1,27,5,0
9,1939.02,0,1,0,55,1,0
23,4239.27,1,0,1,35,4,0
5,4962.88,3,0,1,40,3,0
22,736.34,0,0,1,34,0,0
15,1927.51,0,1,1,58,2,0
16,4424.1,0,1,0,23,2,0
18,3378.33,1,0,1,22,4,0
2,2686.35,2,0,0,40,1,0
17,1173.47,3,0,0,61,3,0
6,2818.82,2,1,0,19,2,0
8,2841.37,3,1,1,54,1,0
19,1699.19,1,1,0,38,1,0
11,9679.19,0,0,1,57,3,0
4,3176.34,2,0,1,65,1,0
2,5705.33,3,0,0,68,2,0
10,414.2,0,0,1,19,1,0
3,4241.36,0,1,0,31,3,0
4,2762.92,2,0,0,61,4,0
0,1105.71,3,1,0,46,4,0
17,439.81,3,1,0,64,0,0
11,1432.4,2,1,1,26,3,0
12,1746.84,3,1,1,48,5,0
8,455.13,0,0,0,57,1,0
1,3327.14,0,1,1,66,2,0
4,1100.65,2,1,0,21,2,0
12,4920.3,3,1,1,22,0,0
15,3135.35,3,1,0,35,1,0
15,1115.38,3,0,0,64,3,0
23,1338.95,2,0,1,20,3,0
2,8549.58,0,1,0,29,5,1
21,8876.44,0,1,1,36,0,0
3,1625.77,1,1,0,47,1,0
10,3410.53,1,0,1,64,0,0
22,11731.9,1,1,1,47,5,0
13,15373.74,3,1,0,56,5,0
2,224.6,3,1,0,27,2,0
15,2418.94,3,1,0,18,2,0
21,3890.65,0,1,0,63,1,0
14,620.58,1,0,1,47,2,0
9,5176.31,1,0,0,49,4,0
8,1895.9,2,1,1,62,3,0
10,2065.98,2,0,1,60,5,0
15,961.95,1,1,0,61,2,0
9,1070.66,1,0,0,23,0,0
16,263.78,3,0,0,34,3,0
18,8043.46,0,1,1,19,2,0
1,1443.15,0,1,0,36,0,0
23,531.04,2,1,1,18,4,0
22,460.69,2,1,0,65,1,0
1,1569.74,2,0,1,23,2,0
5,3000.71,2,0,1,57,1,0
18,4512.29,1,0,1,54,5,0
7,7755.04,1,1,0,31,0,0
2,3029.35,0,0,1,20,5,0
13,1637.61,1,1,0,51,3,0
15,1644.27,0,1,1,52,1,0
0,2562.6,3,1,0,27,0,0
20,2316.84,1,1,1,61,5,0
2,3071.75,3,1,0,32,0,0
21,2099.97,3,1,0,27,3,0
17,182.41,3,0,1,50,1,0
8,2083.81,0,0,0,59,4,0
5,68.37,0,0,1,38,0,0
22,597.58,1,0,0,26,5,0
20,1470.26,3,1,0,36,5,0
0,2404.26,2,1,0,27,0,0
20,613.03,2,0,0,19,0,0
9,970.14,0,1,1,29,2,0
5,1406.23,0,1,0,25,0,0
22,659.01,0,1,1,64,1,0
11,20086.57,0,0,0,48,3,0
3,4899.86,0,1,1,50,4,0
12,4997.02,3,1,0,18,3,0
16,2523.99,2,0,1,24,2,0
7,9757.66,0,0,0,35,4,0
19,3952.55,2,0,1,31,2,0
2,1205.37,2,1,0,53,2,0
11,2828.88,3,0,0,54,1,0
6,2353.81,1,0,0,25,4,0
11,2604.57,2,0,1,57,4,0
1,5106.74,0,1,0,38,5,1
23,2137.37,2,0,0,59,1,0
13,3912.93,3,1,0,66,3,0
21,865.43,1,1,1,54,2,0
22,8067.48,3,1,0,53,0,0
4,271.03,0,0,0,63,0,0
8,15144.97,1,1,0,45,4,0
20,3004.51,1,0,1,63,4,0
10,1904.36,1,1,1,51,0,0
4,1116.59,0,0,0,42,4,0
2,1558.3,0,0,0,62,0,0
16,4575.61,3,0,1,65,5,0
1,450.49,3,1,1,55,2,0
23,873.81,2,0,0,33,3,0
0,396.23,2,1,1,54,5,0
6,1668.8,1,0,0,48,2,0
13,1469.26,2,0,1,27,2,0
4,3139.07,1,0,0,47,4,0
18,16358.54,0,0,0,40,5,0
10,6686.87,0,0,0,63,0,0
22,6370.25,0,1,1,68,0,0
1,3112.9,0,0,1,65,1,0
7,946.63,1,1,1,23,5,0
8,1453.94,3,1,0,23,1,0
2,863.53,1,0,1,36,0,0
1,435.37,3,1,1,25,0,0
6,1718.27,0,1,1,32,1,0
4,6834.7,1,0,1,66,4,0
20,4085.87,0,1,1,53,4,0
4,12566.87,0,1,1,39,4,0
19,650.06,1,1,0,27,1,0
12,2082.71,1,0,1,44,1,0
20,4725.78,2,1,0,36,1,0
19,1851.12,0,0,1,26,3,0
5,1315.77,1,0,0,68,3,0
19,5076.61,2,1,1,27,3,0
17,1687.98,1,0,0,39,2,0
1,7324.42,3,1,1,18,1,0
5,937.57,2,1,1,49,3,0
8,6803.21,2,1,0,40,1,0
2,979.11,1,1,0,34,3,0
0,1025.63,2,1,0,58,0,0
0,1637.21,2,1,1,69,1,0
18,2175.85,1,1,0,20,0,0
4,1625.01,3,0,0,49,0,0
12,5944.75,3,1,1,66,3,0
18,4762.58,0,1,1,19,1,0
11,1112.6,2,1,1,49,5,0
15,2149.37,0,1,0,63,2,0
18,1691.78,0,1,1,28,5,0
2,173.11,0,1,0,52,2,0
11,4136.73,0,0,0,36,1,0
4,601.46,2,0,0,41,3,0
1,8160.75,3,1,1,52,2,0
21,1521.39,3,1,0,55,2,0
6,2920.63,0,0,1,48,1,0
12,5116.18,2,0,1,35,1,0
14,596.44,0,1,1,53,3,0
21,2337.01,1,0,1,23,5,0
2,813.14,0,0,0,64,4,0
20,2138.03,1,1,1,22,5,0
19,2598.48,3,1,0,32,1,0
4,555.89,1,0,1,45,1,0
23,2608.35,3,0,1,65,2,0
7,1820.4,2,0,1,25,0,0
21,2214.43,2,0,0,39,3,0
0,7060.59,0,0,1,25,2,0
7,1983.8,3,1,1,21,5,0
23,1939.64,2,1,0,61,5,0
17,1906.89,3,0,1,47,5,0
19,2927.37,1,1,0,49,3,0
15,1374.31,0,1,0,20,4,0
17,4848.78,3,0,0,19,0,0
19,1010.83,1,0,0,51,3,0
11,1068.08,0,0,0,32,2,0
12,2665.66,0,0,0,18,5,0
12,902.87,0,0,0,45,3,0
9,282.75,2,1,1,40,1,0
6,690.45,1,0,0,66,5,0
13,7348.3,3,1,1,48,3,0
23,32.27,3,1,0,57,0,0
15,429.75,0,1,0,24,5,0
14,4256.94,3,1,0,42,3,0
11,11715.27,1,0,1,58,0,0
8,3496.04,0,0,1,51,1,0
7,7666.03,1,1,0,59,0,0
17,5797.95,3,0,1,52,0,0
22,1961.61,1,0,1,34,5,0
17,1217.25,2,1,1,51,0,0
12,3000.96,2,0,0,67,3,0
17,2287.84,0,0,1,19,5,0
14,78.51,2,0,1,19,1,0
3,9460.47,2,1,1,53,5,0
16,2533.64,1,1,0,32,2,0
4,6226.15,0,0,1,36,3,0
21,3979.89,2,1,1,37,0,0
15,1250.34,3,0,1,28,3,0
8,6942.7,0,0,0,44,1,0
9,4687.98,3,1,0,36,3,0
23,1685.26,2,0,0,42,5,1
17,5506.72,2,1,1,21,4,0
16,950.52,3,0,1,34,1,0
17,3332.21,0,1,0,56,0,0
6,365.09,1,0,1,46,3,0
3,6024.55,0,1,0,41,3,1
4,3921.7,3,1,0,40,3,0
22,496.63,3,1,1,59,0,0
15,64.7,2,0,1,55,4,0
2,1482.24,2,1,1,23,2,0
17,3374.31,2,1,1,33,2,0
22,998.66,3,1,1,29,0,0
20,10864.24,2,1,0,26,4,0
13,8185.43,1,1,0,39,1,0
14,2733.47,2,1,1,27,3,0
16,1137.63,0,0,1,47,2,0
0,6797.87,2,0,1,51,1,0
20,4880.83,2,0,0,39,3,0
16,270.28,3,1,0,24,2,0
22,1940.64,2,1,1,35,1,0
10,11924.07,2,1,0,29,0,0
16,1814.89,0,1,0,46,3,0
13,8105.09,0,0,0,24,3,0
19,11354.76,1,0,1,64,2,0
18,1469.93,3,1,1,54,5,0
20,10019.61,3,1,0,48,3,0
6,445.29,1,0,1,38,5,1
23,523.49,2,1,0,51,3,0
12,971.14,0,0,1,69,3,0
17,1890.83,1,0,0,23,5,0
22,599.1,0,1,1,29,0,0
13,1247.35,3,0,1,26,2,0
0,328.28,0,1,0,25,4,0
6,1686.4,2,0,0,36,0,0
7,5271.7,2,1,1,62,1,0
17,2712.0,2,0,1,33,0,0
8,4984.71,1,1,1,61,0,0
0,437.55,1,0,1,59,1,0
21,1529.66,3,0,0,40,1,0
16,120.35,2,0,0,22,1,0
18,1386.01,2,0,1,68,4,0
5,2859.62,1,0,1,31,1,0
2,2524.03,2,1,1,47,0,0
23,186.66,3,0,0,44,4,0
4,192.21,3,0,1,59,4,0
1,1091.82,1,0,0,67,1,0
19,4427.33,0,0,1,45,5,0
3,62.37,3,0,0,34,1,0
9,2870.77,0,1,0,43,2,0
9,608.93,3,1,1,48,4,0
23,8664.2,2,1,0,46,4,1
20,1687.49,2,1,0,27,5,0
10,147.2,0,0,1,69,5,0
15,3751.5,1,1,1,34,4,1
16,1988.49,0,0,0,50,1,0
15,6391.96,1,1,1,38,1,0
6,3165.15,3,1,0,46,4,0
15,3538.09,1,1,1,39,4,0
2,4373.5,0,1,0,61,3,0
15,1636.02,0,0,1,65,5,0
7,4718.55,1,0,1,43,4,0
11,155.85,1,0,0,66,5,0
2,4351.25,3,0,0,45,1,0
16,3034.34,3,0,0,24,3,0
20,2508.73,0,0,1,49,1,0
17,1148.84,3,0,1,47,0,0
10,363.5,3,1,1,29,2,0
3,3125.57,1,1,0,59,5,0
15,1914.11,2,1,1,46,0,0
16,737.11,0,0,0,31,0,0
8,133.01,3,1,1,38,0,0
5,2321.54,0,1,0,19,0,0
23,405.04,1,1,1,20,3,0
19,7953.0,2,1,0,33,0,0
1,489.79,1,1,1,68,5,0
8,97.65,2,0,0,54,5,0
20,911.63,1,1,1,57,4,0
5,576.96,2,1,1,61,5,0
2,4699.68,2,1,0,26,2,0
19,1024.69,1,1,0,46,1,0
5,844.07,3,1,0,18,5,0
6,15782.14,3,1,0,30,4,0
0,487.77,3,1,0,38,3,0
22,266.49,2,0,1,69,1,0
0,1094.23,0,0,1,35,0,0
4,1558.04,0,1,1,54,1,0
5,4286.66,1,0,0,58,5,0
12,9333.02,3,1,0,47,5,0
1,4327.67,0,1,1,21,4,0
14,3890.88,3,1,1,44,4,0
14,14284.74,1,1,1,37,0,0
12,4349.16,0,0,1,49,5,0
13,450.84,3,0,1,61,3,0
21,1857.07,1,0,0,67,2,0
6,2100.54,0,0,0,69,5,0
13,1090.71,3,0,0,48,1,0
23,538.37,0,1,1,54,5,0
9,3731.68,1,0,1,33,5,0
16,975.09,1,0,0,62,1,0
13,2939.73,1,1,0,44,2,0
7,1168.43,2,0,0,63,2,0
3,2117.09,1,1,0,52,1,0
15,1233.18,1,0,0,29,0,0
23,1591.85,0,1,1,57,5,0
12,3951.05,3,0,0,21,5,0
21,6457.97,0,0,0,49,0,0
19,2132.38,3,1,0,50,1,0
17,2826.76,3,1,0,52,2,0
13,5994.36,0,1,1,56,5,0
17,463.73,0,0,1,59,0,0
4,530.92,1,0,1,18,5,0
8,1335.29,3,1,0,32,5,0
2,1109.14,2,0,0,47,5,0
7,12887.26,0,1,1,42,5,0
19,2490.97,2,0,1,63,5,0
21,2226.42,1,1,0,50,0,0
9,2593.36,0,0,0,53,4,0
21,6242.03,0,1,1,27,0,0
18,837.35,3,0,1,67,0,0
20,2145.98,0,0,1,65,1,0
2,948.09,1,1,1,52,2,0
10,4550.25,1,1,1,63,3,0
10,4503.3,3,1,0,40,0,0
16,9469.8,0,0,0,64,1,0
15,1776.23,2,0,1,61,4,0
6,518.25,3,1,0,31,0,0
3,6801.97,0,0,1,28,2,0
22,6638.3,0,1,1,52,4,0
18,802.34,1,0,1,38,3,0
11,970.01,0,0,1,26,0,0
14,1128.07,0,0,0,39,4,0
10,1803.07,1,0,1,69,5,0
4,5299.03,2,1,1,49,0,0
4,467.75,2,0,0,42,1,0
14,3615.83,2,1,1,51,4,0
17,1305.3,0,0,1,46,4,0
10,653.21,1,1,1,34,3,0
11,1239.46,3,0,1,18,3,0
1,2286.05,0,0,0,32,2,0
19,7630.69,1,0,0,36,5,0
14,2968.75,1,0,1,34,4,0
19,2802.46,3,1,1,27,5,0
3,345.36,1,1,1,28,4,0
21,249.5,2,1,1,21,2,0
17,415.94,0,0,0,65,4,0
5,301.27,2,0,1,49,1,0
22,2576.65,0,0,0,19,1,0
18,1807.81,0,0,0,56,1,0
10,15.01,1,1,1,35,0,0
23,1297.28,1,0,1,66,2,0
1,408.71,3,1,0,25,2,0
7,13298.57,3,1,0,41,1,0
10,1849.43,2,1,1,58,3,0
4,1666.04,0,0,0,22,1,0
17,3099.94,3,1,1,40,4,0
22,1325.27,0,1,0,66,4,0
17,3771.22,2,1,1,50,4,0
13,7055.13,0,1,0,37,0,0
21,2072.83,2,1,1,55,4,0
9,1448.28,2,1,0,63,2,0
2,2213.79,1,1,1,36,4,0
8,2775.64,0,1,1,36,2,0
2,5645.76,1,1,0,33,1,1
10,1505.0,0,1,1,35,0,0
11,158.4,2,1,0,50,4,0
11,2988.71,2,0,0,47,2,0
2,13000.45,3,1,0,44,1,1
20,5777.31,3,0,1,32,4,0
6,4259.63,3,1,0,63,5,0
13,582.58,0,0,0,49,2,0
23,4142.36,0,0,1,48,0,0
10,254.96,2,0,1,60,0,0
6,2043.17,2,0,1,33,0,0
20,1390.39,1,1,0,63,3,0
9,7070.69,1,0,1,42,4,0
10,522.47,1,0,0,52,0,0
14,4666.06,3,1,1,45,0,0
18,149.18,2,1,1,27,1,0
15,3629.52,1,1,1,44,2,0
21,1043.48,3,0,1,55,2,0
20,11178.3,3,0,0,28,4,0
19,3341.88,2,1,0,40,1,0
11,1108.44,0,1,0,65,5,0
17,805.68,1,0,1,51,0,0
22,3059.2,2,1,0,69,5,0
12,955.37,2,0,0,35,5,0
4,620.35,2,0,0,59,0,0
3,3129.56,0,1,1,65,0,0
13,3865.18,3,0,0,68,2,0
7,815.54,3,0,1,57,2,0
8,2302.79,3,0,1,21,3,0
18,3268.63,2,0,0,43,4,0
2,8537.63,3,1,1,30,2,0
4,4880.26,3,0,0,64,4,0
20,1638.4,0,1,0,38,3,0
17,5581.54,1,0,1,57,3,0
0,1748.54,1,0,1,43,0,0
7,418.22,0,1,0,39,1,0
18,1251.55,1,1,0,58,5,0
16,4900.02,3,1,1,28,1,0
16,9357.42,1,0,0,35,3,1
10,12328.45,2,0,1,69,4,0
1,3057.42,3,0,1,24,5,0
5,1952.23,2,1,0,67,4,0
21,530.42,2,1,0,43,4,0
13,324.51,2,0,1,58,1,0
2,2192.56,2,0,0,63,4,0
11,3903.42,1,0,0,69,2,0
3,1174.34,3,0,0,26,5,0
11,3368.81,3,1,1,43,1,0
12,2537.57,1,0,0,30,2,0
1,8477.91,2,1,1,19,0,0
1,705.48,0,1,1,27,3,0
14,2682.55,0,0,0,32,2,0
22,1602.27,3,0,0,61,1,0
16,909.71,2,0,1,43,1,0
6,1326.2,2,1,1,22,3,0
13,1046.69,3,0,0,48,5,0
11,2250.1,2,1,0,23,0,0
16,2449.7,1,1,1,22,4,0
13,6019.47,1,1,0,38,0,0
5,4560.24,3,0,0,61,1,0
18,1080.82,1,1,0,69,5,0
23,8035.12,1,0,1,56,4,0
5,6082.89,3,0,1,57,2,0
17,2949.4,0,0,1,62,4,0
23,56.41,3,1,1,24,1,0
4,703.89,1,0,0,36,3,0
23,4672.23,1,1,0,62,4,0
23,1814.09,1,0,1,42,4,0
5,403.85,0,0,1,42,4,0
1,1574.06,0,0,0,50,0,0
7,714.4,3,0,0,22,0,0
14,6692.67,0,0,0,56,2,0
14,6601.67,1,0,1,19,1,0
10,1468.48,3,0,1,53,5,0
21,443.39,0,1,1,26,5,0
21,1333.39,1,0,1,36,3,0
23,413.44,3,1,0,43,3,0
0,1087.42,1,1,0,42,3,0
17,4424.48,0,1,0,38,0,0
11,1035.71,0,0,1,28,0,0
11,2357.12,2,0,0,42,3,0
10,379.66,2,0,1,38,5,0
7,1281.41,0,1,0,18,4,0
6,121.33,0,1,1,48,5,0
22,2383.34,3,0,0,22,0,0
20,1281.4,2,1,1,63,5,0
1,6167.27,1,1,0,25,2,1
10,1495.47,2,0,1,18,1,0
21,2447.81,0,0,0,52,4,0
9,11270.72,0,0,1,28,3,0
2,3087.59,1,1,0,60,2,0
19,2082.27,1,1,1,21,5,0
9,309.84,0,1,1,54,1,0
17,5160.51,3,1,1,53,1,0
13,3084.88,3,0,1,37,1,0
17,344.63,1,0,1,36,4,0
23,845.77,1,1,0,64,4,0
7,2314.28,3,0,0,32,0,0
9,138.33,0,0,1,42,1,0
21,3800.85,0,1,1,18,1,0
12,775.51,1,1,0,59,1,0
20,2018.33,1,1,0,38,4,0
7,829.8,0,1,0,40,4,0
3,2015.25,3,1,1,45,5,0
3,630.97,1,1,1,49,3,0
4,2703.62,1,0,0,19,0,0
0,7237.43,2,0,0,58,4,0
16,4940.42,2,1,0,37,1,0
1,829.32,0,1,1,56,5,0
7,2068.12,0,1,1,37,1,0
6,1650.3,2,0,1,49,4,0
14,10098.23,3,1,1,64,2,0
4,4810.68,2,0,1,35,3,0
1,340.95,0,1,0,32,4,0
6,553.76,1,1,1,34,0,0
7,3632.27,0,1,0,41,2,0
6,522.55,1,1,0,52,1,1
6,9015.44,1,0,1,50,0,0
13,14862.84,2,1,0,39,2,0
20,4520.25,1,0,1,19,3,0
17,81.5,0,0,1,38,5,1
5,1977.55,3,1,0,20,0,0
3,1563.03,1,0,1,46,0,0
9,4821.36,1,1,1,37,3,0
17,1014.86,1,1,1,44,5,0
11,1463.9,3,1,1,48,2,0
15,294.5,0,1,1,45,5,0
6,1258.55,1,1,1,60,4,0
5,10932.16,1,0,1,43,2,0
4,8549.7,1,0,1,31,4,0
2,4162.0,0,1,1,49,0,0
11,7133.98,1,1,0,57,4,0
14,711.62,3,1,0,34,0,0
9,2917.25,2,1,1,59,2,0
19,2079.27,3,0,0,22,1,0
18,1648.13,2,1,1,51,3,0
15,1178.4,3,1,0,59,5,0
10,6036.91,2,1,0,20,3,0
7,1987.88,3,0,1,44,4,0
2,3862.43,1,1,0,34,2,0
22,3672.02,0,0,1,45,3,0
6,438.79,3,0,0,69,5,0
22,150.52,3,0,0,54,2,0
6,5497.05,2,0,1,60,0,0
13,2021.92,1,0,1,53,4,0
1,4983.54,0,1,0,62,0,0
9,1057.47,1,0,1,53,5,0
18,5937.85,1,0,0,67,3,0
8,5330.38,0,0,0,54,5,0
15,1442.21,3,1,1,52,4,0
18,1591.54,2,1,0,69,5,0
17,1296.47,1,1,1,24,2,0
8,106.33,3,1,1,22,3,0
15,3490.99,1,1,1,31,3,0
12,955.38,2,1,1,52,1,0
9,6462.85,2,0,0,56,2,0
19,6830.08,0,0,1,33,2,0
13,3846.66,1,1,1,45,1,0
11,601.08,2,1,0,62,5,0
18,280.6,0,0,0,61,4,0
6,5085.75,2,0,1,63,1,0
22,6706.63,2,1,0,30,3,0
14,1301.77,2,1,1,45,4,0
15,1306.02,0,1,1,51,2,0
7,1484.25,2,1,0,47,3,0
9,5274.2,1,0,1,28,4,0
3,3683.48,2,0,1,23,0,0
18,390.25,3,0,0,30,3,0
18,3021.03,0,0,1,43,0,0
20,29.48,3,1,1,68,5,0
14,3717.62,3,1,0,35,1,0
13,4339.82,0,0,0,26,5,0
0,5061.36,2,1,1,37,3,1
15,2947.63,1,0,0,48,2,0
9,597.51,0,0,1,56,4,0
18,4735.95,2,0,0,63,0,0
21,6901.48,2,0,0,68,5,0
2,3013.7,0,0,0,35,2,0
4,965.24,3,1,0,34,1,0
8,593.01,0,0,0,19,5,0
17,789.8,0,1,0,41,2,0
10,51.15,2,1,1,58,3,0
15,30.66,1,0,0,55,5,0
1,1057.36,3,1,0,42,2,0
11,7690.28,0,0,0,21,1,0
21,2913.25,0,1,1,36,0,0
5,1463.8,3,1,0,40,3,1
10,32.72,1,0,1,45,3,0
7,13726.88,2,0,0,18,5,0
11,1825.56,3,0,1,28,5,0
1,14304.07,0,0,1,23,2,0
8,3820.4,0,0,0,33,0,0
14,157.79,0,0,1,64,2,0
1,5877.53,1,0,1,64,1,0
0,2267.62,3,0,1,61,1,0
9,1808.43,2,0,1,51,2,0
1,4254.61,0,1,1,51,4,0
11,4472.31,3,1,1,29,5,1
22,4775.23,0,1,1,35,5,0
7,4288.06,2,0,1,56,0,0
4,3075.56,1,1,1,29,2,0
21,3377.54,0,1,1,45,4,0
0,5868.12,1,0,0,36,4,0
14,3518.79,1,1,0,23,3,0
5,320.61,3,0,0,55,0,0
11,3111.15,2,0,0,57,5,0
7,558.97,2,0,0,47,3,0
12,43.07,2,1,1,21,2,0
18,723.03,1,1,1,37,3,0
0,503.14,2,1,0,60,0,0
10,323.08,0,1,0,56,2,0
19,726.16,2,1,1,38,5,0
0,2487.38,3,0,0,31,0,0
7,492.75,1,0,0,47,1,0
4,983.17,2,1,1,25,3,0
16,5683.21,0,0,1,66,4,0
7,6569.14,2,1,1,63,0,0
9,1215.28,1,1,0,59,4,0
1,6876.45,1,1,1,34,1,0
8,2643.7,3,1,1,62,2,0
23,769.98,0,1,0,55,5,0
22,4210.85,2,0,1,60,0,0
2,7656.76,0,0,1,47,3,0
17,3229.69,1,0,0,41,1,0
6,674.43,3,0,1,26,2,0
14,269.38,2,0,0,61,5,0
20,781.8,1,0,0,61,2,0
21,1239.77,1,0,0,34,5,0
19,1218.2,2,1,0,67,1,0
17,2070.73,0,0,0,67,2,0
2,2110.62,3,0,0,36,0,0
22,1912.75,3,1,1,60,2,0
13,1263.98,1,0,1,52,5,0
23,338.94,1,1,0,39,3,0
1,1625.5,3,1,0,69,5,0
13,12755.17,1,1,0,55,4,1
21,3182.86,1,0,0,20,1,0
10,1738.26,2,1,1,19,5,0
15,261.55,3,1,1,22,0,0
7,719.53,1,1,0,39,1,0
6,2564.51,3,1,1,44,1,0
10,2066.71,0,1,0,24,4,0
2,58.15,2,1,0,40,3,0
16,270.55,3,1,1,36,2,0
13,1320.21,3,0,0,37,4,0
5,455.35,1,0,0,39,3,0
7,9499.04,3,0,0,35,0,0
21,104.14,2,0,1,45,0,0
4,10954.68,2,0,0,41,2,0
7,3206.17,3,0,1,27,2,0
1,1568.83,0,0,1,58,1,0
14,2325.89,2,1,1,30,2,0
11,1583.53,3,0,1,54,5,0
16,2554.37,2,1,0,61,0,0
0,494.65,1,1,0,32,5,0
14,383.55,2,0,1,41,3,0
13,2256.09,3,1,0,40,0,0
19,222.04,1,0,1,40,4,0
21,1037.99,1,0,0,44,2,0
15,7847.58,0,0,1,60,1,0
8,6267.58,1,0,0,24,5,0
0,5340.72,0,0,0,33,3,0
16,2122.73,2,0,0,45,0,0
12,84.84,1,0,0,29,0,0
20,388.17,0,0,0,33,2,0
20,7556.67,3,1,0,20,1,0
4,5431.13,2,1,0,18,2,1
9,1417.32,1,1,0,18,5,0
5,3916.64,1,1,0,55,0,0
23,5783.31,2,0,0,57,3,0
